user_id,master_id,rating
PabloPlato,160369,5
PabloPlato,4425,5
PabloPlato,37205,5
PabloPlato,494960,5
PabloPlato,95594,5
PabloPlato,461435,5
PabloPlato,1695,5
PabloPlato,231959,5
PabloPlato,59750,5
PabloPlato,40406,5
PabloPlato,205193,5
PabloPlato,80673,5
PabloPlato,379821,5
PabloPlato,50671,5
PabloPlato,35734,5
PabloPlato,162581,5
PabloPlato,46522,5
PabloPlato,113313,5
PabloPlato,383516,5
PabloPlato,393057,5
PabloPlato,340898,5
PabloPlato,1127802,5
PabloPlato,190428,5
PabloPlato,3668,5
PabloPlato,122247,5
PabloPlato,23427,5
PabloPlato,58682,5
PabloPlato,47059,5
PabloPlato,756345,5
PabloPlato,38018,5
PabloPlato,530404,5
PabloPlato,77407,5
PabloPlato,350654,5
PabloPlato,316723,5
PabloPlato,115085,5
PabloPlato,30422,5
PabloPlato,409378,5
PabloPlato,113076,5
PabloPlato,435477,5
PabloPlato,86612,5
PabloPlato,69234,5
PabloPlato,57418,5
PabloPlato,83032,5
PabloPlato,415596,5
PabloPlato,30566,5
PabloPlato,4487,5
PabloPlato,237406,5
PabloPlato,67728,5
PabloPlato,69536,5
PabloPlato,137605,5
PabloPlato,32036,5
PabloPlato,28812,5
PabloPlato,1692,5
PabloPlato,1692,5
PabloPlato,41060,5
PabloPlato,27450,5
PabloPlato,626087,5
PabloPlato,48848,5
PabloPlato,19753,5
PabloPlato,48527,5
PabloPlato,48527,5
PabloPlato,57952,5
PabloPlato,114202,5
PabloPlato,175875,5
PabloPlato,26958,5
PabloPlato,62146,5
PabloPlato,62146,5
PabloPlato,193270,5
PabloPlato,387820,5
PabloPlato,50027,5
PabloPlato,2461,5
PabloPlato,177505,5
PabloPlato,208865,5
PabloPlato,104863,5
PabloPlato,141227,5
PabloPlato,346932,5
PabloPlato,236930,5
PabloPlato,5303,5
PabloPlato,164693,5
PabloPlato,152655,5
PabloPlato,232559,5
PabloPlato,1368337,5
PabloPlato,35481,5
PabloPlato,48721,5
PabloPlato,98796,5
PabloPlato,93244,5
PabloPlato,97145,5
PabloPlato,27679,5
PabloPlato,29228,5
PabloPlato,305539,5
PabloPlato,335379,5
PabloPlato,1456408,5
PabloPlato,7142,5
PabloPlato,1316543,5
PabloPlato,165,5
PabloPlato,115017,5
PabloPlato,115017,5
PabloPlato,9887,5
PabloPlato,326788,5
PabloPlato,3685,5
PabloPlato,115624,5
PabloPlato,11432,5
PabloPlato,84253,5
PabloPlato,56036,5
PabloPlato,107984,5
PabloPlato,107984,5
PabloPlato,65325,5
PabloPlato,155389,5
PabloPlato,207346,5
PabloPlato,207346,5
PabloPlato,28053,5
PabloPlato,196033,5
PabloPlato,53505,5
PabloPlato,76174,5
PabloPlato,43311,5
PabloPlato,81377,5
PabloPlato,112862,5
PabloPlato,20973,5
PabloPlato,1247729,5
PabloPlato,20977,5
PabloPlato,10510,5
PabloPlato,10510,5
PabloPlato,187296,5
